22 288 298 300 310 320 330 340 350 360 370 
carboxyindole, Model 1, reactant, 1H2O D0
3-carboxyindole,  Model 1b, TS1 D6
  -980.2252                12.0988                38.5855
    49.5505                79.2706                88.9830
   115.3608               133.3397               162.2684
   216.8080               233.8307               261.1637
   288.8945               344.2983               385.8872
   408.0308               424.2822               440.0864
   454.7672               479.4166               491.4590
   498.4685               573.9822               590.3262
   653.5406               673.4261               736.7321
   762.8760               773.0588               788.3305
   800.3228               828.1506               866.5869
   879.1456               929.3972               932.2173
   958.4104               963.5054               993.7896
  1039.6238              1054.4384              1123.8347
  1139.6972              1162.8955              1180.4478
  1187.5195              1217.6167              1250.0877
  1282.3463              1320.9008              1342.9108
  1373.0453              1402.0825              1492.7029
  1500.3491              1528.0238              1622.1040
  1653.5518              1660.5209              1904.3898
  2506.3011              2657.1684              2750.7026
  2795.5413              3193.3271              3204.0595
  3213.8114              3218.5851              3269.3396
    25 288 298 300 310 320 330 340 350 360 370 
3-carboxyindole Model 2, reactant, 2H2O D0
     16.6479                20.8361                38.7618
    84.3478               100.5760               103.6705
   114.5967               118.6858               134.1886
   174.4348               224.9352               226.5940
   273.2068               287.1762               320.3312
   363.1506               386.4902               432.2090
   435.2483               521.6544               532.9709
   589.1438               610.5528               617.5003
   631.0163               650.5614               747.1516
   764.8318               777.4726               786.7553
   799.2487               853.5839               873.9416
   898.0406               907.6528               951.4916
   982.1730              1036.6593              1040.2700
  1134.5372              1162.2305              1176.6699
  1208.7184              1268.3144              1274.9770
  1291.2480              1358.5457              1373.1691
  1396.5838              1448.1981              1490.6412
  1528.9796              1555.1956              1616.5568
  1621.1098              1660.4877              1662.5947
  1681.9858              3186.7794              3198.4558
  3210.5081              3230.4697              3271.3026
  3381.9347              3504.8770              3646.1488
  3781.9900              3848.6147              3869.7106
3-carboxyindole Model 2 reactant, 2H2O D6
    15.6210                20.2927                37.1498
    65.6074                82.0756                93.1255
    97.5789               117.9992               126.7878
   166.1134               204.9328               222.1421
   226.3026               239.3877               282.7504
   283.6302               351.6241               412.3784
   428.7976               437.5377               444.8882
   507.7106               585.1421               587.9136
   603.3334               623.2134               644.3105
   754.3056               762.1223               766.8403
   792.7205               794.7089               867.3102
   873.6181               903.2634               936.7880
   951.4753               962.6330               982.1724
  1036.8358              1051.7848              1137.3264
  1176.2150              1185.3511              1205.8784
  1212.7030              1248.4213              1282.6706
  1351.8856              1369.4934              1392.1110
  1395.4419              1485.3976              1520.6628
  1549.6429              1612.0913              1655.7145
  1670.1889              2467.7118              2543.9983
  2677.0258              2724.2337              2802.0675
  2834.8911              3186.7795              3198.4553
  3210.5089              3230.4704              3271.7959
3-carboxyindole, Model 2, TS1 2H2O cyclic D0
  -1183.4759                28.4540                54.6040
    71.1526                81.7948               121.3570
   143.6096               238.0559               239.5679
   271.5821               333.7034               350.8704
   359.5936               387.9352               429.0029
   454.1824               464.2282               504.4453
   522.3948               588.8269               594.0209
   634.5247               645.6393               651.5273
   699.9761               763.6473               777.3536
   785.7810               797.6318               846.3142
   871.4942               886.5171               890.2330
   951.8036               961.7182               995.2700
  1037.6959              1038.5417              1097.1286
  1129.2442              1159.1727              1177.6543
  1214.7047              1246.6288              1269.6830
  1296.9432              1335.8610              1338.7896
  1375.5210              1460.4776              1473.9497
  1497.1903              1518.5587              1544.4183
  1617.9824              1627.6461              1650.4630
  1661.2341              1678.7505              2710.2392
  3041.0470              3192.1026              3204.7732
  3217.4646              3228.5252              3275.9220
  3617.7610              3789.7087              3836.3752
3-carboxyindole, Model 2, TS1 2H2O cyclic D6
 -576.9486                26.7695                53.3162
   67.9698                79.8134               117.3256
  140.8895               224.4859               233.1692
  248.0983               264.4476               305.3786
  322.8825               340.4125               355.9970
  378.2283               433.8663               447.5484
  457.1212               487.1347               498.6350
  503.3274               592.0137               595.8265
  640.4671               649.6662               677.9259
  690.4694               766.4464               776.4575
  790.4263               798.3002               837.6128
  862.4208               885.2567               894.7078
  933.7067               958.7733               962.0993
  995.2665              1037.7423              1058.7063
 1137.1098              1172.5198              1180.8732
 1187.7511              1201.2548              1244.1096
 1282.0158              1328.1259              1337.7145
 1373.2909              1404.7099              1485.8972
 1494.3799              1525.6193              1619.4623
 1636.4781              1656.8752              1972.1390
 2218.3077              2656.6639              2755.9095
 2790.7703              3192.1020              3204.7732
 3217.4636              3228.5248              3276.0320
     25 288 298 300 310 320 330 340 350 360 370 
3-carboxyindole Model 2, reactant, 2H2O D0
     16.6479                20.8361                38.7618
    84.3478               100.5760               103.6705
   114.5967               118.6858               134.1886
   174.4348               224.9352               226.5940
   273.2068               287.1762               320.3312
   363.1506               386.4902               432.2090
   435.2483               521.6544               532.9709
   589.1438               610.5528               617.5003
   631.0163               650.5614               747.1516
   764.8318               777.4726               786.7553
   799.2487               853.5839               873.9416
   898.0406               907.6528               951.4916
   982.1730              1036.6593              1040.2700
  1134.5372              1162.2305              1176.6699
  1208.7184              1268.3144              1274.9770
  1291.2480              1358.5457              1373.1691
  1396.5838              1448.1981              1490.6412
  1528.9796              1555.1956              1616.5568
  1621.1098              1660.4877              1662.5947
  1681.9858              3186.7794              3198.4558
  3210.5081              3230.4697              3271.3026
  3381.9347              3504.8770              3646.1488
  3781.9900              3848.6147              3869.7106
3-carboxyindole Model 2 reactant, 2H2O D6
    15.6210                20.2927                37.1498
    65.6074                82.0756                93.1255
    97.5789               117.9992               126.7878
   166.1134               204.9328               222.1421
   226.3026               239.3877               282.7504
   283.6302               351.6241               412.3784
   428.7976               437.5377               444.8882
   507.7106               585.1421               587.9136
   603.3334               623.2134               644.3105
   754.3056               762.1223               766.8403
   792.7205               794.7089               867.3102
   873.6181               903.2634               936.7880
   951.4753               962.6330               982.1724
  1036.8358              1051.7848              1137.3264
  1176.2150              1185.3511              1205.8784
  1212.7030              1248.4213              1282.6706
  1351.8856              1369.4934              1392.1110
  1395.4419              1485.3976              1520.6628
  1549.6429              1612.0913              1655.7145
  1670.1889              2467.7118              2543.9983
  2677.0258              2724.2337              2802.0675
  2834.8911              3186.7795              3198.4553
  3210.5089              3230.4704              3271.7959
3-carboxyindole, Model 1b TS2 2H2O  D0
  -269.7956                15.4847                20.9392
   39.4579                44.9385                77.3648
   93.3541               113.6621               161.4327
  168.4505               182.7327               238.4916
  259.8207               328.9227               349.1479
  381.3974               421.8214               442.1552
  456.8320               525.9692               529.7083
  563.2737               589.5859               633.5414
  640.8571               643.4778               676.2827
  732.8855               770.5897               783.6416
  791.3353               883.5971               889.0738
  917.3699               944.5674               961.6394
  988.2127               998.6051              1041.7487
 1077.8997              1129.9153              1177.8633
 1184.1562              1223.9782              1233.3205
 1275.3980              1286.9042              1361.6425
 1373.6365              1471.3400              1501.7225
 1509.1770              1553.3967              1633.7293
 1636.3477              1660.2167              1665.0844
 1874.5235              3193.9212              3203.4831
 3211.7470              3215.4909              3219.7460
 3248.8397              3573.3914              3611.1182
 3614.2317              3724.4348              3846.9587
3-carboxyindole, Model 1b, TS2 2H2O  D6
 -266.7351                14.9914                20.2103
   38.5960                43.9112                76.1536
   92.1493               111.6882               124.0872
  154.7469               173.5956               230.9732
  237.6175               259.7965               276.4172
  330.2396               341.2381               379.2511
  409.9196               435.3994               467.4154
  513.8084               519.2111               554.0960
  592.8285               602.7721               630.5965
  710.0892               749.6098               756.0819
  774.5995               795.9961               828.5724
  867.1230               890.1910               918.4453
  961.9184               971.6190               991.0125
  998.5929              1041.8690              1125.6062
 1158.6569              1181.5300              1193.0794
 1211.8376              1212.9095              1262.4312
 1277.8396              1343.2409              1371.1422
 1398.0655              1489.5573              1502.7948
 1535.0360              1630.6244              1660.2734
 1872.8802              2373.8644              2585.4799
 2616.7243              2653.3675              2719.6787
 2804.8345              3193.9213              3203.4844
 3211.7517              3219.7482              3248.4947
      27 288 298 300 310 320 330 340 350 360 370 
3-carboxyindole Model 3, reactant, 2H2O D0
   18.3062                32.3672                46.9627
   50.3873                89.7188                98.0133
  117.0156               128.0551               139.1360
  177.3559               231.0347               282.5194
  355.6099               417.8475               433.1448
  449.0497               511.3752               529.6348
  580.7530               583.6560               604.2869
  607.4551               641.3701               647.3350
  687.6774               753.0497               757.8826
  765.1592               789.7843               798.2298
  816.2337               871.3768               879.7657
  889.4074               898.6953               952.2810
  983.9970              1019.1671              1034.5234
 1038.4508              1072.6974              1133.1283
 1155.4307              1175.2511              1201.5242
 1232.0759              1267.9935              1278.6584
 1336.8522              1352.1930              1368.7685
 1373.3227              1388.7168              1420.1472
 1450.3838              1461.3196              1469.2307
 1489.6479              1530.8155              1549.8129
 1617.6256              1661.3683              1725.1932
  1738.4323              3071.3775              3129.4543
  3181.1591              3188.7194              3199.2994
  3210.7819              3223.1881              3278.4668
  3369.2973              3580.0425              3648.2466
3-carboxyindole Model 3 reactant, 2H2O D3
    18.2123                32.0943                46.4737
   49.8708                88.4181                97.2085
  115.2649               127.2112               138.3635
  175.0170               227.8523               277.8720
  345.3793               405.9992               415.2981
  434.2896               440.5850               470.0353
  500.1038               563.5945               578.1242
  584.8621               590.4525               628.0716
  631.1362               642.3012               747.1959
  756.9711               765.5408               790.6662
  800.4802               836.3851               870.3249
  871.3790               877.4794               949.2926
  952.2820               983.9962               994.1474
 1002.9747              1035.3681              1049.2017
 1068.4845              1074.4290              1136.8470
 1174.5446              1195.1690              1239.5287
 1278.1214              1316.2073              1343.8269
 1368.1346              1383.0681              1390.2367
 1408.9903              1460.7070              1469.1712
 1484.4878              1521.6227              1543.5498
 1612.4218              1656.8689              1714.8232
  1726.3130              2458.9215              2604.3540
  2678.6085              3071.3931              3129.4534
  3181.1744              3188.7196              3199.2986
  3210.7828              3223.1900              3278.5579
3-carboxyindole, Model 3 2H2O  D0
 -131.7965                32.7950                42.4008
   50.2135                70.0253               104.8076
  115.4659               134.2686               150.1344
  227.4400               246.6799               285.3913
  357.0792               419.0026               440.4866
  473.2280               492.7480               568.7862
  586.0004               618.3636               639.3822
  647.3433               660.7296               702.4875
  747.0609               763.2612               779.4412
  791.2045               848.5946               886.4021
  892.0718               923.5728               962.3654
  970.2593               997.0263              1004.6751
 1033.1824              1039.5258              1068.5195
 1091.2472              1123.4832              1156.5107
 1178.3574              1189.0887              1200.5483
 1235.4317              1251.6415              1283.5072
 1327.7409              1345.6685              1367.0582
 1382.5018              1393.2850              1435.2527
 1459.3383              1471.2540              1479.0254
 1493.1841              1508.3274              1535.2003
 1574.7612              1635.6608              1666.1639
  1725.9901              1797.1176              2175.2350
  3056.7494              3120.6184              3154.2925
  3199.3024              3211.0299              3222.1806
  3225.7737              3273.1689              3584.5568
3-carboxyindole, Model 3 2H2O  D3
  -129.5906                32.6875                42.0210
   49.9815                69.6410               104.4347
  114.8384               133.1392               149.7677
  222.9213               245.0456               276.8568
  346.7188               413.7472               434.0713
  468.8718               482.6703               536.3486
  563.5912               600.6895               608.2192
  627.4992               637.6979               658.5463
  728.6863               751.8818               769.5593
  776.7674               810.9758               834.4162
  852.6738               859.5396               890.2536
  910.4557               947.9231               963.9796
  968.2226               970.6744              1004.4939
 1028.5521              1039.4930              1056.7677
 1070.5165              1090.6717              1120.4491
 1137.4436              1164.9032              1184.2824
 1215.3600              1266.9579              1316.0002
 1336.4056              1372.6638              1375.9642
 1401.1333              1421.8157              1453.4236
 1477.5477              1489.2231              1506.1674
 1517.9629              1563.0626              1633.3628
  1660.1896              1688.0596              1764.5028
  2633.6330              3056.7406              3120.6132
  3154.2752              3199.3022              3211.0296
  3222.1807              3225.7721              3273.3160
        30 288 298 300 310 320 330 340 350 360 370 
3-carboxyindole Model 5, reactant, 2H2O D0
   13.1305                20.8758                33.5518
   57.6411                65.0653                77.7836
   81.8927               104.6611               118.0653
  126.3498               136.2130               145.9114
  183.9174               195.2991               236.1492
  286.2350               292.2800               327.3172
  369.7140               417.5280               434.6802
  514.8145               535.7847               586.6963
  606.8487               608.6951               637.6789
  648.7535               684.6457               711.0865
  755.5986               767.5274               772.8443
  795.8863               800.0633               872.2780
  882.4693               896.2133               899.6418
  953.1165               985.9494              1032.8826
 1034.6772              1042.1713              1084.1841
 1133.6418              1145.2683              1158.7949
 1175.0774              1209.5800              1223.0286
 1240.5383              1271.0525              1280.4181
 1320.0554              1347.1269              1351.8286
  1371.5239              1376.6925              1394.8673
  1435.6251              1451.8338              1489.4944
  1530.7154              1549.9999              1580.5598
  1617.4829              1661.0909              1722.0228
  1906.9808              2218.9089              3188.4572
  3199.1776              3206.8623              3210.7961
  3227.0516              3282.5046              3496.7939
  3584.4386              3646.9313              3705.0739
  4363.6884              4663.2110              4812.3586
3-carboxyindole Model 5 reactant D5
   13.0803                19.9857                32.9154
  55.6146                64.0643                76.3060
  80.5506               101.7492               109.6719
 125.2513               135.3963               144.4461
 177.8448               190.8234               232.8906
 273.6534               286.5214               310.1898
 359.1175               412.4178               414.8890
 436.1508               494.9326               498.2860
 502.7510               585.1889               592.3354
 608.3659               623.7222               636.7209
 644.3337               756.1461               760.8447
 768.3287               794.4485               800.8402
 818.6807               871.8590               872.6184
 891.7677               905.4104               951.5500
 953.1109               985.9527               992.9273
1021.8861              1034.9801              1054.7393
1081.1920              1094.4083              1137.2051
1146.7212              1174.3468              1199.6234
1224.1811              1244.4525              1279.5598
 1345.5010              1368.8498              1382.9650
 1391.2465              1416.1219              1420.9180
 1483.7623              1521.0124              1542.9693
 1612.1494              1656.2996              1707.9706
 1882.6806              1966.6258              2343.6428
 2548.3286              2608.6046              2677.5047
 3188.4581              3199.1778              3210.7751
 3227.0522              3282.5594              3683.7795
 4221.2242              4562.3552              4710.2436
3-carboxyindole, Model 5 2H2O  D0
 -701.9616                30.2153                43.7519
   56.2653                75.3994                86.7460
  106.5668               116.8579               129.3655
  142.6568               179.3662               223.3489
  241.4429               262.6811               321.9346
  364.2458               417.3061               429.0364
  458.9972               502.8483               508.0820
  540.8493               585.8342               600.5230
  621.7600               637.4525               649.8942
  668.0703               675.1482               715.1843
  757.5201               765.5687               780.4630
  798.5928               846.6126               888.7579
  891.5839               923.9789               964.2024
  977.9437              1002.8547              1033.6528
 1040.1346              1048.0692              1071.4977
 1088.5636              1127.2617              1140.7394
 1172.6578              1181.4900              1206.0428
 1238.2745              1261.3954              1295.8628
 1328.9189              1350.6454              1374.9460
  1378.8720              1398.4931              1413.9574
  1438.2609              1463.1733              1473.7611
  1482.8148              1500.2808              1517.0358
  1551.0085              1569.6540              1633.9972
  1660.3172              1665.4459              1754.3567
  2419.2149              2476.8937              3021.7662
  3083.1166              3121.9685              3197.4368
  3209.9230              3222.4971              3231.3751
  3263.1058              3600.4077              3810.9501
3-carboxyindole, Model 5 2H2O  D5
 -558.3231                29.7227                43.3293
   55.7727                72.3407                85.4512
  105.8070               115.6020               128.4966
  141.0178               179.3019               220.1904
  237.4465               252.8633               306.8056
  341.2567               352.8881               409.0385
  427.2681               464.6349               491.2305
  494.9733               522.1965               535.6996
  587.4335               598.9555               622.2331
  641.1019               652.3465               672.6162
  744.4791               749.6962               771.5342
  783.4000               799.2240               813.4920
  827.7546               864.1294               886.1638
  931.5162               939.9983               954.9625
  963.9604               973.9167              1002.7101
 1003.6130              1033.2138              1040.0048
 1048.3842              1073.7795              1076.1177
 1135.5830              1182.1022              1188.4727
 1199.8040              1232.2963              1266.5801
  1321.8174              1341.5224              1372.1719
  1381.3380              1408.8771              1429.3182
  1457.3855              1482.7594              1489.7671
  1502.5092              1506.5423              1547.5510
  1629.9392              1659.3260              1733.2234
  1815.6371              1851.1988              2644.8222
  2771.5229              3021.7414              3083.1097
  3121.9420              3197.4366              3209.9228
  3222.4963              3231.3751              3263.2129
          31 288 298 300 310 320 330 340 350 360 370 
3-carboxyindole Model 7, reactant, 2H2O D0
    8.4691                15.7027                24.8687
   33.3413                43.9007                62.6978
   88.8240               101.2163               113.9642
  134.6440               136.5737               141.8005
  163.3491               166.7041               171.4755
  196.4552               228.0890               240.5119
  241.7121               287.3891               303.9223
  312.6748               333.7339               356.9219
  411.4763               431.2012               440.7145
  461.1709               491.4276               519.2267
  536.6934               562.6011               588.7130
  592.2900               612.1433               638.3024
  642.5254               657.8695               754.5196
  768.0320               782.9748               795.5642
  801.7467               878.9397               886.3867
  898.9055               902.5674               958.5700
  986.8663              1038.3573              1044.1348
 1136.1316              1165.0537              1177.7877
  1211.7087              1273.3392              1283.2392
  1340.7137              1358.6556              1373.4765
  1400.6301              1451.5436              1492.2246
  1529.8318              1554.4862              1617.2876
  1622.8366              1633.5844              1652.6117
  1660.9201              1673.0785              1700.4292
  3189.7022              3200.6747              3211.9988
  3222.0404              3224.7788              3282.1551
  3617.6843              3626.6125              3643.3000
  3645.2868              3672.9977              3780.5108
  3835.0847              3838.4870              3866.5075
3-carboxyindole Model 7 reactant D10
    7.8522                15.0791                23.4545
   32.4129                42.3266                60.7344
   84.0754                95.5774               103.3708
  107.9950               121.0238               130.5724
  135.2771               158.6408               162.6904
  174.2477               189.6947               217.9309
  224.6293               228.1594               239.2747
  246.0856               276.3696               288.1173
  324.9551               351.7652               376.3379
  400.5964               414.9771               430.6272
  433.8913               442.2259               468.3430
  510.1662               586.6614               592.8375
  623.4581               638.7207               646.2254
  756.9878               767.3804               771.5842
  796.8715               799.7558               870.6874
  878.9879               896.0549               950.0742
  958.3673               986.7100               988.6625
 1038.3493              1056.9298              1138.8640
  1177.4587              1187.0284              1192.9471
  1202.8537              1209.8785              1238.7303
  1248.6399              1283.1952              1351.7353
  1370.7268              1392.3493              1398.5632
  1486.9571              1520.8829              1547.5303
  1612.5550              1654.7088              1661.1816
  2354.3531              2612.7735              2624.8966
  2638.6635              2676.1976              2685.9438
  2723.1994              2795.6935              2800.8502
  2832.4961              3189.7030              3200.6764
  3212.0108              3224.7843              3282.0590
3-carboxyindole, Model 7 2H2O  D0
-1166.2286                13.2513                16.5271
   29.6132                46.9712                50.9271
   75.6325                81.7234               116.1006
  130.6350               160.6767               163.5871
  173.1497               194.8505               202.9373
  226.8123               240.2697               256.0258
  364.1266               406.7481               427.3680
  429.1410               453.1748               473.1955
  507.8394               516.2548               533.5042
  569.9881               574.5752               597.6364
  611.3107               638.3202               653.9391
  668.4482               696.1736               751.4205
  769.7891               780.1465               790.5018
  797.4563               844.0009               860.1363
  886.1804               890.0902               955.7305
  958.8735               967.0679               998.3642
 1037.0757              1055.7412              1129.0935
 1160.3961              1177.4958              1201.4493
  1231.4808              1245.6090              1292.2480
  1316.8326              1345.7023              1359.6031
  1378.6015              1464.7785              1482.2247
  1497.2972              1517.6392              1522.5268
  1549.5555              1617.9062              1632.3378
  1647.3537              1661.9857              1668.8670
  1712.8389              2834.3388              3193.6002
  3205.1587              3216.5555              3229.8167
  3277.5522              3307.6186              3525.5623
  3611.5471              3626.9426              3784.3888
  3799.7279              3844.0698              4764.2697
3-carboxyindole, Model 7 2H2O  D10
   -865.9773                12.6287                15.8776
   28.9666                45.8617                49.9946
   72.2208                80.2828               112.5541
  125.8423               154.2304               156.7163
  159.8006               165.8223               188.0022
  197.4058               234.3313               245.7278
  310.1635               343.6848               356.7506
  374.6542               384.1684               400.1372
  409.0992               422.8711               446.6867
  457.4687               485.9028               500.5637
  511.2246               542.2076               593.0586
  597.2245               604.5203               647.5649
  665.8396               692.2618               764.1823
  779.5308               787.2971               797.3831
  826.7334               862.7013               875.8823
  884.4269               937.2759               956.3622
  961.3839               967.0048               998.3633
 1037.1273              1044.0000              1085.2186
  1112.9286              1138.5137              1176.2630
  1184.9887              1199.9077              1206.4571
  1244.9573              1250.0549              1286.2603
  1336.8332              1357.7462              1375.7681
  1410.4155              1487.9750              1501.4615
  1531.8118              1609.1212              1625.9478
  1657.2413              2066.6144              2406.3003
  2554.8150              2644.7470              2652.5902
  2733.4028              2759.3457              2797.3871
  3193.6006              3205.1585              3216.5562
  3229.8181              3277.6805              3382.4905
            31 288 298 300 310 320 330 340 350 360 370 
3-carboxyindole Model 6, reactant, 2H2O D0
    8.4691                15.7027                24.8687
   33.3413                43.9007                62.6978
   88.8240               101.2163               113.9642
  134.6440               136.5737               141.8005
  163.3491               166.7041               171.4755
  196.4552               228.0890               240.5119
  241.7121               287.3891               303.9223
  312.6748               333.7339               356.9219
  411.4763               431.2012               440.7145
  461.1709               491.4276               519.2267
  536.6934               562.6011               588.7130
  592.2900               612.1433               638.3024
  642.5254               657.8695               754.5196
  768.0320               782.9748               795.5642
  801.7467               878.9397               886.3867
  898.9055               902.5674               958.5700
  986.8663              1038.3573              1044.1348
 1136.1316              1165.0537              1177.7877
  1211.7087              1273.3392              1283.2392
  1340.7137              1358.6556              1373.4765
  1400.6301              1451.5436              1492.2246
  1529.8318              1554.4862              1617.2876
  1622.8366              1633.5844              1652.6117
  1660.9201              1673.0785              1700.4292
  3189.7022              3200.6747              3211.9988
  3222.0404              3224.7788              3282.1551
  3617.6843              3626.6125              3643.3000
  3645.2868              3672.9977              3780.5108
  3835.0847              3838.4870              3866.5075
3-carboxyindole Model 6 reactant D10
    7.8522                15.0791                23.4545
   32.4129                42.3266                60.7344
   84.0754                95.5774               103.3708
  107.9950               121.0238               130.5724
  135.2771               158.6408               162.6904
  174.2477               189.6947               217.9309
  224.6293               228.1594               239.2747
  246.0856               276.3696               288.1173
  324.9551               351.7652               376.3379
  400.5964               414.9771               430.6272
  433.8913               442.2259               468.3430
  510.1662               586.6614               592.8375
  623.4581               638.7207               646.2254
  756.9878               767.3804               771.5842
  796.8715               799.7558               870.6874
  878.9879               896.0549               950.0742
  958.3673               986.7100               988.6625
 1038.3493              1056.9298              1138.8640
  1177.4587              1187.0284              1192.9471
  1202.8537              1209.8785              1238.7303
  1248.6399              1283.1952              1351.7353
  1370.7268              1392.3493              1398.5632
  1486.9571              1520.8829              1547.5303
  1612.5550              1654.7088              1661.1816
  2354.3531              2612.7735              2624.8966
  2638.6635              2676.1976              2685.9438
  2723.1994              2795.6935              2800.8502
  2832.4961              3189.7030              3200.6764
  3212.0108              3224.7843              3282.0590
3-carboxyindole, Model 6 2H2O  D0
 -969.8463                38.9831                46.9698
   52.7141                63.8489                74.2107
   86.0797               101.7552               122.1081
  141.5233               205.3975               216.0622
  234.6582               244.3304               246.2691
  257.3892               271.3232               299.6875
  314.9409               336.0749               346.9972
  401.0314               420.6658               431.4961
